name,location,average_gpa,average_sat_composite,Average Salary 1yr,Average Salary 5yr,acceptance_rate,average_act_composite,type_of_institution,level_of_institution,average_net_price,number_of_students,gpa_link,latitude,longitude,school_name_clean_key
beth hamedrash shaarei yosher institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,beth hamedrash shaarei yosher institute
university of minnesotatwin cities,"Minneapolis, MN",3.7,1337.0,47529.53333333333,68829.83076923077,0.75,29,PUBLIC,4 YEAR,17729.0,54955.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of minnesotatwin cities
spa tech instituteplymouth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,spa tech instituteplymouth
womens institute of torah seminary and college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,womens institute of torah seminary and college
oconee fall line technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oconee fall line technical college
arizona academy of beauty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,arizona academy of beauty
lyles college of beauty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lyles college of beauty
luna community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,luna community college
universidad ana g mendezcupey campus,"San Juan, PR",2.8,N/A,23873.0,29052.076923076922,N/A,--,PRIVATE,4 YEAR,6663.0,6120.0,https://www.appily.com/colleges/gpa/2-9,N/A,N/A,universidad ana g mendezcupey campus
quest university canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,quest university canada
university of hawaii at manoa,"Honolulu, HI",3.7,1170.0,40687.41463414634,60061.12195121951,0.73,23,PUBLIC,4 YEAR,15193.0,19074.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of hawaii at manoa
international academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,international academy
strayer universityarkansas,N/A,N/A,N/A,57938.2,70000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universityarkansas
new mexico state universitydona ana,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new mexico state universitydona ana
james madison university,"Harrisonburg, VA",3.2,1204.0,47458.44117647059,70719.62162162163,0.78,26,PUBLIC,4 YEAR,22431.0,22224.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,james madison university
strayer universitymississippi,N/A,N/A,N/A,57938.2,68862.33333333333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universitymississippi
meridian community college,"Meridian, MS",3.2,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,5940.0,2621.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,meridian community college
college of the albemarle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,college of the albemarle
york county school of technologyadult continuing education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,york county school of technologyadult continuing education
oregon health science university,N/A,N/A,N/A,92371.0,102494.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oregon health science university
milan institute of cosmetologysan antonio military,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,milan institute of cosmetologysan antonio military
portland community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,portland community college
bridgewater state university,"Bridgewater, MA",3.3,1063.0,41974.09090909091,58615.65217391304,0.88,21,PUBLIC,4 YEAR,17545.0,9604.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,bridgewater state university
pima medical institutealbuquerque,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pima medical institutealbuquerque
aveda institutecolumbus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aveda institutecolumbus
butler university,"Indianapolis, IN",3.9,1262.0,48287.5,66518.9375,0.82,28,PRIVATE,4 YEAR,42627.0,5525.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,butler university
studio beauty school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,studio beauty school
berkeley collegewoodland park,N/A,N/A,N/A,40262.11111111111,50812.666666666664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,berkeley collegewoodland park
tricoci university of beauty culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tricoci university of beauty culture
aviation institute of maintenanceteterboro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aviation institute of maintenanceteterboro
new york theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new york theological seminary
charles a jones career and education center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,charles a jones career and education center
erikson institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,erikson institute
cuny laguardia community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cuny laguardia community college
north bennet street school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,north bennet street school
university of south carolinasumter,"Sumter, SC",3.2,987.0,N/A,38065.0,0.72,17,PUBLIC,2 YEAR,9926.0,1537.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,university of south carolinasumter
randolph college,"Lynchburg, VA",3.5,1083.0,35971.0,N/A,0.95,21,PRIVATE,4 YEAR,20625.0,553.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,randolph college
clarks summit university,"Clarks Summit, PA",3.3,N/A,31334.0,35706.0,0.65,--,PRIVATE,4 YEAR,16313.0,552.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,clarks summit university
new england college of optometry,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new england college of optometry
auburn university at montgomery,"Montgomery, AL",3.4,1082.0,39761.46153846154,49783.846153846156,0.92,22,PUBLIC,4 YEAR,13987.0,5109.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,auburn university at montgomery
lee college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lee college
rabbinical college beth shraga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rabbinical college beth shraga
memphis college of art,N/A,N/A,N/A,18500.5,33227.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,memphis college of art
holy name medical centersister claire tynan school of nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,holy name medical centersister claire tynan school of nursing
hebrew union collegejewish institute of religion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hebrew union collegejewish institute of religion
purdue university fort wayne,"Fort Wayne, IN",3.3,1085.0,44710.2,55413.47368421053,0.81,21,PUBLIC,4 YEAR,10912.0,9069.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,purdue university fort wayne
arizona college of nursingtampa,N/A,N/A,N/A,85169.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,arizona college of nursingtampa
turtle mountain community college,N/A,N/A,N/A,N/A,58926.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,turtle mountain community college
carver bible college,"Atlanta, GA",2.0,N/A,N/A,N/A,N/A,--,PRIVATE,4 YEAR,19605.0,60.0,https://www.appily.com/colleges/GPA/2-5,N/A,N/A,carver bible college
pitzer college,"Claremont, CA",4.0,1405.0,40668.5,N/A,0.18,32,PRIVATE,4 YEAR,30095.0,1212.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,pitzer college
fortis institutescranton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis institutescranton
carver career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,carver career center
stage onethe hair school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,stage onethe hair school
paul mitchell the schoolprovo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolprovo
ottawa universityphoenix,N/A,N/A,N/A,50470.11111111111,56507.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ottawa universityphoenix
lebanese american university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lebanese american university
south central collegefaribault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south central collegefaribault
galen health institutesmiami campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,galen health institutesmiami campus
georgia southwestern state university,"Americus, GA",3.2,1027.0,44115.125,54587.625,0.73,20,PUBLIC,4 YEAR,12053.0,3070.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,georgia southwestern state university
clackamas community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,clackamas community college
shasta college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,shasta college
oklahoma panhandle state university,N/A,N/A,N/A,52077.75,55487.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oklahoma panhandle state university
ithaca college,"Ithaca, NY",3.6,1249.0,31537.833333333332,61081.75,0.75,28,PRIVATE,4 YEAR,35904.0,5054.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,ithaca college
schiller international university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,schiller international university
js barber college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,js barber college
art institute of portland the,N/A,N/A,N/A,37114.0,46896.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,art institute of portland the
pjs college of cosmetologyclarksville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pjs college of cosmetologyclarksville
northwestern oklahoma state university,"Alva, OK",3.4,1033.0,48545.0,50084.5,0.56,19,PUBLIC,4 YEAR,9791.0,1852.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,northwestern oklahoma state university
london academy of music dramatic art,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,london academy of music dramatic art
angelo state university,"San Angelo, TX",3.6,1038.0,37430.857142857145,56086.6875,0.79,19,PUBLIC,4 YEAR,12420.0,10599.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,angelo state university
southern oklahoma technology center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southern oklahoma technology center
rivertown school of beauty barber skin care and nails,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rivertown school of beauty barber skin care and nails
barber beauty institute of new york,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,barber beauty institute of new york
eastern wyoming college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,eastern wyoming college
bethany lutheran college,"Mankato, MN",3.5,1138.0,44462.0,49098.5,0.58,22,PRIVATE,4 YEAR,16368.0,830.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,bethany lutheran college
ivy tech community collegelawrenceburg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ivy tech community collegelawrenceburg
midplains community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,midplains community college
hollywood institute of beauty careerswest palm beach,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hollywood institute of beauty careerswest palm beach
estes institute of cosmetology arts and science,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,estes institute of cosmetology arts and science
paul mitchell the schoolindianapolis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolindianapolis
platt collegeontario,N/A,N/A,N/A,26939.0,49336.333333333336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,platt collegeontario
escuela de peritos electricistas de isabela inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,escuela de peritos electricistas de isabela inc
commonwealth university of pennsylvania,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,commonwealth university of pennsylvania
avalon institutelas vegas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,avalon institutelas vegas
denver seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,denver seminary
athens technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,athens technical college
southern worcester county regional vocational school district,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southern worcester county regional vocational school district
oklahoma baptist university,"Shawnee, OK",3.9,1139.0,47100.0,56409.75,0.47,23,PRIVATE,4 YEAR,24277.0,1399.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,oklahoma baptist university
diamonds college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,diamonds college
middel technology center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,middel technology center
allstate career schoolpittsburgh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,allstate career schoolpittsburgh
monash university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,monash university
academy of beauty professionals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,academy of beauty professionals
brown clermont adult career campuses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,brown clermont adult career campuses
suny college of environmental science and forestry,"Syracuse, NY",3.7,1217.0,N/A,56259.25,0.7,25,PUBLIC,4 YEAR,22133.0,1976.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,suny college of environmental science and forestry
colby community college,"Colby, KS",3.0,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,9905.0,1380.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,colby community college
miami ad schoolatlanta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,miami ad schoolatlanta
exposito school of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,exposito school of hair design
oxnard college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oxnard college
otis college of art and design,"Los Angeles, CA",3.3,1250.0,21440.0,53565.333333333336,0.83,27,PRIVATE,4 YEAR,43147.0,1312.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,otis college of art and design
academy of natural therapy inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,academy of natural therapy inc
northern kentucky university,"Highland Heights, KY",3.4,1148.0,43181.333333333336,57243.444444444445,0.86,24,PUBLIC,4 YEAR,9664.0,15801.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,northern kentucky university
amberton university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amberton university
hello gorgeous barbers stillwaters school of barbering,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hello gorgeous barbers stillwaters school of barbering
the university of tennesseechattanooga,"Chattanooga, TN",3.6,1168.0,42392.434782608696,58195.03571428572,0.83,25,PUBLIC,4 YEAR,12952.0,11283.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,the university of tennesseechattanooga
laurus college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,laurus college
saint vincent seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,saint vincent seminary
pennsylvania state universitypenn state wilkesbarre,"Dallas, PA",3.3,1075.0,N/A,N/A,0.95,24,PUBLIC,4 YEAR,17473.0,368.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,pennsylvania state universitypenn state wilkesbarre
midwestern baptist theological seminary,N/A,N/A,N/A,42567.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,midwestern baptist theological seminary
wichita technical institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wichita technical institute
viterbo university,"La Crosse, WI",3.5,1155.0,47422.5,62027.333333333336,0.72,23,PRIVATE,4 YEAR,21095.0,2456.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,viterbo university
galen college of nursingtampa bay,N/A,N/A,N/A,76234.0,89101.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,galen college of nursingtampa bay
santa clara university,"Santa Clara, CA",3.7,1368.0,66118.6875,99502.94736842105,0.52,30,PRIVATE,4 YEAR,48284.0,9178.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,santa clara university
ohio institute of allied health,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ohio institute of allied health
triangle tech incsunbury,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,triangle tech incsunbury
surry community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,surry community college
southeast new mexico college,"Carlsbad, NM",2.8,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,7715.0,1673.0,https://www.appily.com/colleges/gpa/2-9,N/A,N/A,southeast new mexico college
yeshivat mikdash melech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yeshivat mikdash melech
university of massachusettsdartmouth,"North Dartmouth, MA",3.3,1091.0,50482.875,68039.38888888889,0.96,23,PUBLIC,4 YEAR,18503.0,7457.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,university of massachusettsdartmouth
northwest collegeanaheim,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,northwest collegeanaheim
brown aveda institutestrongsville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,brown aveda institutestrongsville
pearlands innovative school of beauty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pearlands innovative school of beauty
sacred heart major seminary,"Detroit, MI",3.5,N/A,N/A,N/A,1.0,--,PRIVATE,4 YEAR,18883.0,338.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,sacred heart major seminary
university of wisconsinla crosse,"La Crosse, WI",3.6,1220.0,45217.6,60938.25,0.74,24,PUBLIC,4 YEAR,14580.0,10274.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,university of wisconsinla crosse
utah tech university,"Saint George, UT",3.4,N/A,42165.76470588235,57918.38461538462,1.0,--,PUBLIC,4 YEAR,11244.0,12556.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,utah tech university
nova college de puerto rico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nova college de puerto rico
webber international university,"Babson Park, FL",3.0,977.0,33586.333333333336,36893.5,0.49,17,PRIVATE,4 YEAR,27398.0,1133.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,webber international university
royal conservatoire of scotland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,royal conservatoire of scotland
yeshiva of far rockaway derech ayson rabbinical seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yeshiva of far rockaway derech ayson rabbinical seminary
mchenry county college,"Crystal Lake, IL",2.3,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,7048.0,8874.0,https://www.appily.com/colleges/GPA/2-5,N/A,N/A,mchenry county college
lanier technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lanier technical college
mobile technical training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mobile technical training
ferris state university,"Big Rapids, MI",3.3,1058.0,47444.125,60550.65625,0.88,22,PUBLIC,4 YEAR,12638.0,10072.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,ferris state university
tyler junior college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tyler junior college
missio theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,missio theological seminary
fountainhead college of technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fountainhead college of technology
baptist missionary association theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,baptist missionary association theological seminary
molloy college,"Rockville Centre, NY",3.7,1162.0,48920.833333333336,68105.90909090909,0.77,24,PRIVATE,4 YEAR,27454.0,4807.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,molloy college
columbia college waynesville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,columbia college waynesville
compumed vocational careers corp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,compumed vocational careers corp
university of northern iowa,"Cedar Falls, IA",3.6,1149.0,41637.23684210526,56752.94871794872,0.95,22,PUBLIC,4 YEAR,16166.0,8945.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,university of northern iowa
athenaeum of ohio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,athenaeum of ohio
washington barber college inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,washington barber college inc
university of oklahomanorman campus,"Norman, OK",3.6,1236.0,49206.8085106383,65652.89130434782,0.73,26,PUBLIC,4 YEAR,21836.0,28308.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,university of oklahomanorman campus
yeshivath shaar hatorah,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yeshivath shaar hatorah
the college of health care professionsdallas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the college of health care professionsdallas
columbia college rolla,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,columbia college rolla
thomas college,N/A,N/A,N/A,39683.28571428572,50896.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,thomas college
strayer universityrockville campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universityrockville campus
john a logan college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,john a logan college
davidson college,"Davidson, NC",3.9,1411.0,N/A,N/A,0.17,32,PRIVATE,4 YEAR,28615.0,1927.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,davidson college
mesalands community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mesalands community college
sterling college,"Sterling, KS",3.3,1034.0,30086.0,47223.0,0.61,20,PRIVATE,4 YEAR,20090.0,706.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,sterling college
inter american university of puerto ricoponce,"Mercedita, PR",2.8,N/A,18475.875,27611.76923076923,0.53,--,PRIVATE,4 YEAR,8702.0,3267.0,https://www.appily.com/colleges/gpa/2-9,N/A,N/A,inter american university of puerto ricoponce
city colleges of chicagooliveharvey college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,city colleges of chicagooliveharvey college
educators of beauty college of cosmetologysterling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,educators of beauty college of cosmetologysterling
paul mitchell the schoolgastonia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolgastonia
dlp conemaugh memorial medical center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dlp conemaugh memorial medical center
